budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY16,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,350
FY16,Expenses,Police,Field Services Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,25000
FY16,Revenues,Police,Field Services Division,,,,General Funds,Licenses & Permits,R_322580,Burglar Alarm Permits,930000
FY16,Revenues,Police,Field Services Division,,,,General Funds,"Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,415000
FY16,Revenues,Police,Field Services Division,,,,General Funds,"Fines, Forfeitures, &  Penalties",R_351030,Delinquency Charges,32000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,171353
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,34781
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,26613
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-430
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,4172
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,10624
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,2485
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,1714
FY16,Expenses,Police,Field Services Division,,,,General Funds,Labor Adjustments,E_810090,Department Reclasses,-25155
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,2400
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,4200
FY16,Expenses,Police,Field Services Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,80000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-6402236
FY16,Revenues,Police,Field Services Division,,,,General Funds,Intergovernmental Accounts,R_341060,Other Recoveries,150000
FY16,Revenues,Police,Field Services Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_342020,Jail Booking Fee Recovery,210000
FY16,Revenues,Police,Field Services Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_351040,DUI Fees,65000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,7891210
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413010,Vacation,155000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413020,Sick Leave,46324
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,1021930
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,2299151
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-49623
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,2865
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413250,Safety Equipment Allowance,215000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,104763
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,114423
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,30030
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,384851
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,306534
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_442010,Landscape Maintenance Services,29232
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,173849
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,356962
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,220000
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,5900
FY16,Expenses,Police,Field Services Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,365000
FY16,Revenues,Police,Field Services Division,,,,General Funds,Intergovernmental Accounts,R_337030,P.O.S.T. Reimbursement,72000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412060,On Call,201324
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413010,Vacation,-155000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413020,Sick Leave,-46324
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,1488
FY16,Expenses,Police,Field Services Division,,,,General Funds,Property Accounts,E_474210,Vehicles,-1488
FY16,Expenses,Police,Field Services Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-510683
FY16,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412010,Overtime,961794
FY16,Expenses,Police,Field Services Division,,,,General Funds,Labor Adjustments,E_810040,Base Labor Reduction,-82500
FY16,Expenses,Police,Field Services Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-1000000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,-961794
FY16,Expenses,Police,Field Services Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-2007322
FY16,Expenses,Police,Field Services Division,,,,General Funds,Labor Adjustments,E_810040,Base Labor Reduction,-1583092
FY16,Expenses,Police,Field Services Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-211578
FY16,Revenues,Police,Field Services Division,,,,General Funds,Intergovernmental Accounts,R_336010,State Mandated Reimbursement SB 90,212000
FY16,Revenues,Police,Field Services Division,,,,General Funds,Intergovernmental Accounts,R_337030,P.O.S.T. Reimbursement,95000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Food,E_463020,Food - Animal Consumption,59136
FY16,Expenses,Police,Field Services Division,,,,General Funds,Property Accounts,E_474210,Vehicles,1488
FY16,Expenses,Police,Field Services Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,71904
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,1000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,211
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,-211
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,2000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,1000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,211
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,300
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,185949
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Salaries,E_411020,Special Off Duty Police - Reg,628002
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Earnings,E_412010,Overtime,8191
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Earnings,E_412050,Night Shift,615
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Earnings,E_412070,Out Of Class,425
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,15240
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,63226
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-5578
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,7438
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,750
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,832
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,2696
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,210
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,10227
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-630000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,1000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,4700
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,-732501
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,19404
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,2813621
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Earnings,E_412010,Overtime,155000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,88954
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,8931
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413120,Sick Leave Annual,432
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,3900
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,310066
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,956688
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-73994
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,5556
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,1119
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,36568
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,40798
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,6300
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,154749
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433050,Veterinarian Services,5300
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,13000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,35000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,500
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,19259
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,1800
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,300
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,350
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Food,E_463020,Food - Animal Consumption,8766
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,300
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,2500
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,125
FY16,Revenues,Police,Operational Services Division,,,,General Funds,Licenses & Permits,R_321070,Business Permits and Licenses,104000
FY16,Revenues,Police,Operational Services Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347090,Other Departmental Service,12000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,538296
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Earnings,E_412010,Overtime,11000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,49081
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,685
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,500
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,73096
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,134531
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-3986
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,10719
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,548
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,32916
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,16280
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,7805
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1470
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,20287
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,1000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,3000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,18480
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461010,Postage,100
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,4000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,5000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,7500
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,250
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,500
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461210,Computer Software,645
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,1000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,400
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,250
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,2000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,General Supplies,E_461210,Computer Software,1000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,655
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,320
FY16,Revenues,Police,Operational Services Division,,,,Other Governmental Funds,"Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,650000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,145220
FY16,Revenues,Police,Operational Services Division,,,,Other Governmental Funds,"Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,-50000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,856
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Earnings,E_412010,Overtime,127000
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,61583
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,5101
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,1100
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,229414
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,796268
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-61701
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,5556
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,37128
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,2664
FY16,Expenses,Police,Operational Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,34295
