ObjectId,Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category
4133,2021,Convention and Cultural Services,Zoo,"Charges, Fees, and Services",50000,R,Other Governmental Funds
4134,2021,Debt Service,2019 STID Revenue Bonds,City Debt Service,0,E,Enterprise Funds
4135,2021,Debt Service,"6330:2018 TOT Revenue Bonds, Tax Exempt",City Debt Service,1244,E,Enterprise Funds
4136,2021,Debt Service,"6331:2018 TOT Revenue Bonds, Taxable",City Debt Service,293,E,Enterprise Funds
4137,2021,Debt Service,Community Center Fund,City Debt Service,27118566,E,Enterprise Funds
4138,2021,Debt Service,Parking Fund,City Debt Service,11908522,E,Enterprise Funds
4139,2021,Debt Service,Parking Fund,Operating Transfers,-5300000,E,Enterprise Funds
4140,2021,Debt Service,Recycling and Solid Waste,City Debt Service,1687725,E,Enterprise Funds
4141,2021,Debt Service,Storm Drainage Fund,City Debt Service,3242327,E,Enterprise Funds
4142,2021,Debt Service,Wastewater Fund,City Debt Service,4030512,E,Enterprise Funds
4143,2021,Debt Service,Wastewater Revenue Bonds,City Debt Service,0,E,Enterprise Funds
4144,2021,Debt Service,Wastewater Revenue Bonds 2019,City Debt Service,0,E,Enterprise Funds
4145,2021,Debt Service,Water Fund,City Debt Service,29773117,E,Enterprise Funds
4146,2021,Debt Service,Water Revenue Bonds,City Debt Service,0,E,Enterprise Funds
4147,2021,Debt Service,Water Revenue Bonds Ser. 2017,City Debt Service,0,E,Enterprise Funds
4148,2021,Debt Service,General Fund,City Debt Service,15123244,E,Governmental Funds
4149,2021,Debt Service,General Fund,Operating Transfers,5300000,E,Governmental Funds
4150,2021,Debt Service,Fleet Management Fund,City Debt Service,46021,E,Internal Service Funds
4151,2021,Debt Service,"2006 CIRBs (Refunding), Series E",City Debt Service,102268,E,Other Governmental Funds
4152,2021,Debt Service,"2006 CIRBs, Series B (CRCIP)",City Debt Service,1515382,E,Other Governmental Funds
4153,2021,Debt Service,2015 Golden 1 Center Revenue Bonds,City Debt Service,10778689,E,Other Governmental Funds
4154,2021,Debt Service,2015 Refunding Revenue Bond,City Debt Service,0,E,Other Governmental Funds
4155,2021,Debt Service,2016 Lease Financing-H Street,City Debt Service,671315,E,Other Governmental Funds
4156,2021,Debt Service,Debt Service-93 Series A,City Debt Service,1051819,E,Other Governmental Funds
4157,2021,Debt Service,Debt Service-93 Series B,City Debt Service,2979535,E,Other Governmental Funds
4160,2021,City Clerk,General Fund,"Charges, Fees, and Services",2000,R,Governmental Funds
4161,2021,Citywide and Community Support,New Measure A Maintenance,"Interest, Rents, and Concessions",20000,R,Other Governmental Funds
4163,2021,City Clerk,General Fund,Intergovernmental,40000,R,Governmental Funds
4164,2021,Citywide and Community Support,New Measure A Maintenance,Taxes,0,R,Other Governmental Funds
4166,2021,City Manager,General Fund,City Property,27826,E,Governmental Funds
4167,2021,Citywide and Community Support,Cty/Cnty Office-Water Planning,Employee Services,1037994,E,Other Governmental Funds
4168,2021,City Manager,General Fund,Employee Services,10887163,E,Governmental Funds
4169,2021,Citywide and Community Support,"NMA Safety, Streets, Ped, Bic","Interest, Rents, and Concessions",42000,R,Other Governmental Funds
4171,2021,Citywide and Community Support,Cty/Cnty Office-Water Planning,Labor and Supply Offset,-195952,E,Other Governmental Funds
4172,2021,City Manager,General Fund,Labor and Supply Offset,-4703599,E,Governmental Funds
4173,2021,Citywide and Community Support,"NMA Safety, Streets, Ped, Bic",Taxes,0,R,Other Governmental Funds
4175,2021,Citywide and Community Support,Cty/Cnty Office-Water Planning,Operating Transfers,-268182,E,Other Governmental Funds
4176,2021,City Manager,General Fund,Other Services and Supplies,1819992,E,Governmental Funds
4177,2021,Citywide and Community Support,NMA Traffic Control & Safety,"Interest, Rents, and Concessions",30000,R,Other Governmental Funds
4179,2021,Citywide and Community Support,Cty/Cnty Office-Water Planning,Other Services and Supplies,439977,E,Other Governmental Funds
4180,2021,City Manager,2003 North Sac TE TABS,Other Services and Supplies,9000,E,Other Governmental Funds
4181,2021,Citywide and Community Support,NMA Traffic Control & Safety,Taxes,0,R,Other Governmental Funds
4183,2021,Citywide and Community Support,Del Paso PBID,Other Services and Supplies,35224,E,Other Governmental Funds
4184,2021,City Manager,Block Grant/Housing & Redev,Other Services and Supplies,29250,E,Other Governmental Funds
4185,2021,Citywide and Community Support,Old Sacramento PBID,"Charges, Fees, and Services",165600,R,Other Governmental Funds
4187,2021,Citywide and Community Support,Del Paso Prop & Business Imprv,Other Services and Supplies,474427,E,Other Governmental Funds
4188,2021,City Manager,Innovation and Growth Fund,Employee Services,409669,E,Other Governmental Funds
4189,2021,Citywide and Community Support,Quimby Act Fund,"Charges, Fees, and Services",100000,R,Other Governmental Funds
4191,2021,Citywide and Community Support,Downtown Management District,Other Services and Supplies,3199807,E,Other Governmental Funds
4192,2021,City Manager,Innovation and Growth Fund,Other Services and Supplies,385000,E,Other Governmental Funds
4193,2021,Citywide and Community Support,Sac Tourism Marketing District,"Charges, Fees, and Services",7300000,R,Other Governmental Funds
4216,2021,City Auditor,Storm Drainage Fund,Transfers,27261,E,Enterprise Funds
4217,2021,City Auditor,Wastewater Fund,Transfers,23544,E,Enterprise Funds
4218,2021,City Auditor,Water Fund,Transfers,73109,E,Enterprise Funds
4219,2021,City Auditor,General Fund,City Property,5000,E,Governmental Funds
4220,2021,City Auditor,General Fund,Employee Services,1480669,E,Governmental Funds
4223,2021,Citywide and Community Support,Downtown Plaza PBID,Other Services and Supplies,48692,E,Other Governmental Funds
4224,2021,City Manager,Interdepartmental Service Fund,Labor and Supply Offset,1909053,E,Other Governmental Funds
4225,2021,Citywide and Community Support,Stockton Blvd BIA,"Charges, Fees, and Services",53000,R,Other Governmental Funds
4226,2021,Citywide and Community Support,Franklin Blvd PBID,Other Services and Supplies,77000,E,Other Governmental Funds
4227,2021,City Manager,General Fund,"Charges, Fees, and Services",158208,R,Governmental Funds
4228,2021,Citywide and Community Support,Worker's Compensation Fund,"Interest, Rents, and Concessions",500000,R,Risk Management
4229,2021,City Manager,General Fund,Licenses and Permits,2370800,R,Governmental Funds
4230,2021,Citywide and Community Support,Franklin Boulevard PBID,Other Services and Supplies,144663,E,Other Governmental Funds
4231,2021,City Manager,Block Grant/Housing & Redev,Intergovernmental,29250,R,Other Governmental Funds
4232,2021,Community Development,General Fund,City Property,596907,E,Governmental Funds
4233,2021,Citywide and Community Support,Greater Broadway PBID,Other Services and Supplies,288681,E,Other Governmental Funds
4234,2021,City Treasurer,General Fund,City Property,10000,E,Governmental Funds
4235,2021,Community Development,General Fund,Employee Services,34493527,E,Governmental Funds
4236,2021,Citywide and Community Support,Habitat Management Element,Labor and Supply Offset,195952,E,Other Governmental Funds
4237,2021,City Treasurer,General Fund,Employee Services,2333686,E,Governmental Funds
4238,2021,Community Development,General Fund,Labor and Supply Offset,-3146114,E,Governmental Funds
4239,2021,Citywide and Community Support,Habitat Management Element,Operating Transfers,-220238,E,Other Governmental Funds
4240,2021,City Treasurer,General Fund,Labor and Supply Offset,-389302,E,Governmental Funds
4241,2021,Community Development,General Fund,Other Services and Supplies,7952444,E,Governmental Funds
4242,2021,Citywide and Community Support,Habitat Management Element,Other Services and Supplies,558197,E,Other Governmental Funds
4243,2021,City Treasurer,General Fund,Other Services and Supplies,278547,E,Governmental Funds
4244,2021,Community Development,General Fund,Transfers,288340,E,Governmental Funds
4245,2021,Citywide and Community Support,Innovation and Growth Fund,Operating Transfers,0,E,Other Governmental Funds
4246,2021,City Treasurer,Interdepartmental Service Fund,Labor and Supply Offset,389652,E,Other Governmental Funds
4247,2021,Community Development,Citywide Low Income Housing Fund,Other Services and Supplies,3050000,E,Other Governmental Funds
4248,2021,Citywide and Community Support,Innovation and Growth Fund,Other Services and Supplies,3211000,E,Other Governmental Funds
4249,2021,City Treasurer,General Fund,Contributions from Other Funds,2600000,R,Governmental Funds
4250,2021,Community Development,Development Services Fund,Other Services and Supplies,2000000,E,Other Governmental Funds
4251,2021,Citywide and Community Support,Interdepartmental Service Fund,Labor and Supply Offset,1974601,E,Other Governmental Funds
4252,2021,City Treasurer,General Fund,Intergovernmental,1180000,R,Governmental Funds
4253,2021,Community Development,Landscaping and Lighting,Labor and Supply Offset,200000,E,Other Governmental Funds
4254,2021,Citywide and Community Support,Library Services Parcel Tax,Other Services and Supplies,8639847,E,Other Governmental Funds
4255,2021,Citywide and Community Support,Community Center Fund,Employee Services,127215,E,Enterprise Funds
4256,2021,Community Development,Special Program Donations Fund,Other Services and Supplies,250000,E,Other Governmental Funds
4257,2021,Citywide and Community Support,Mack Road PBID,Other Services and Supplies,666817,E,Other Governmental Funds
4258,2021,Citywide and Community Support,Community Center Fund,Other Services and Supplies,1558763,E,Enterprise Funds
4259,2021,Community Development,General Fund,"Charges, Fees, and Services",5741187,R,Governmental Funds
4260,2021,Citywide and Community Support,Midtown Sacramento PBID,Other Services and Supplies,1594405,E,Other Governmental Funds
4261,2021,Citywide and Community Support,Parking Fund,Employee Services,134843,E,Enterprise Funds
4262,2021,Community Development,General Fund,"Fines, Forfeitures, and  Penalties",2224684,R,Governmental Funds
4263,2021,Citywide and Community Support,N Natomas Transp Mgmt Assoc,Other Services and Supplies,1400000,E,Other Governmental Funds
4264,2021,Citywide and Community Support,Parking Fund,Other Services and Supplies,321000,E,Enterprise Funds
4265,2021,Citywide and Community Support,Recycling and Solid Waste,Employee Services,1070712,E,Enterprise Funds
4266,2021,Citywide and Community Support,Storm Drainage Fund,Employee Services,432195,E,Enterprise Funds
4267,2021,Citywide and Community Support,Wastewater Fund,Employee Services,292835,E,Enterprise Funds
4268,2021,Citywide and Community Support,Water Fund,Employee Services,840599,E,Enterprise Funds
4269,2021,Citywide and Community Support,General Fund,City Property,300000,E,Governmental Funds
4270,2021,Citywide and Community Support,General Fund,Contingency,1000000,E,Governmental Funds
4273,2021,Community Development,General Fund,Licenses and Permits,22004625,R,Governmental Funds
4274,2021,Citywide and Community Support,Oak Park PBID,Other Services and Supplies,311783,E,Other Governmental Funds
4275,2021,Community Development,General Fund,Miscellaneous Revenue,356599,R,Governmental Funds
4276,2021,Citywide and Community Support,Old Sacramento PBID,Other Services and Supplies,165000,E,Other Governmental Funds
4277,2021,Community Development,Citywide Low Income Housing Fund,Licenses and Permits,3050000,R,Other Governmental Funds
4278,2021,Citywide and Community Support,Power Inn Area Prop & Business,Other Services and Supplies,522567,E,Other Governmental Funds
4279,2021,Citywide and Community Support,Sac Tourism Marketing District,Other Services and Supplies,7154000,E,Other Governmental Funds
4280,2021,Citywide and Community Support,START Fund,Employee Services,9317,E,Other Governmental Funds
4281,2021,Community Development,Development Services Fund,"Charges, Fees, and Services",2000000,R,Other Governmental Funds
4282,2021,Citywide and Community Support,Stockton Blvd BIA,Other Services and Supplies,53000,E,Other Governmental Funds
4283,2021,Community Development,Development Services Fund,Intergovernmental,1450600,R,Other Governmental Funds
4284,2021,Citywide and Community Support,Stockton Blvd PBID,Other Services and Supplies,349997,E,Other Governmental Funds
4285,2021,Community Development,Special Program Donations Fund,Miscellaneous Revenue,250000,R,Other Governmental Funds
4286,2021,Citywide and Community Support,The River District PBID,Other Services and Supplies,545805,E,Other Governmental Funds
4287,2021,Convention and Cultural Services,Community Center Fund,City Property,218000,E,Enterprise Funds
4288,2021,Citywide and Community Support,Risk Mgmt Fund,Employee Services,17628,E,Risk Management
4289,2021,Convention and Cultural Services,Community Center Fund,Employee Services,5938033,E,Enterprise Funds
4290,2021,Citywide and Community Support,Worker's Compensation Fund,Employee Services,19518,E,Risk Management
4291,2021,Convention and Cultural Services,Community Center Fund,Labor and Supply Offset,1580652,E,Enterprise Funds
4292,2021,Citywide and Community Support,Community Center Fund,"Interest, Rents, and Concessions",200000,R,Enterprise Funds
4293,2021,Convention and Cultural Services,Community Center Fund,Operating Transfers,1036800,E,Enterprise Funds
4294,2021,Citywide and Community Support,Parking Fund,"Interest, Rents, and Concessions",300000,R,Enterprise Funds
4295,2021,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,4346034,E,Enterprise Funds
4296,2021,Citywide and Community Support,Recycling and Solid Waste,"Interest, Rents, and Concessions",750000,R,Enterprise Funds
4297,2021,Convention and Cultural Services,General Fund,City Property,35951,E,Governmental Funds
4298,2021,Citywide and Community Support,Storm Drainage Fund,"Interest, Rents, and Concessions",422000,R,Enterprise Funds
4299,2021,Convention and Cultural Services,General Fund,Employee Services,3223238,E,Governmental Funds
4300,2021,Citywide and Community Support,Wastewater Fund,"Interest, Rents, and Concessions",392000,R,Enterprise Funds
4301,2021,Citywide and Community Support,Water Fund,"Interest, Rents, and Concessions",400000,R,Enterprise Funds
4302,2021,Citywide and Community Support,General Fund,"Charges, Fees, and Services",5730523,R,Governmental Funds
4303,2021,Citywide and Community Support,General Fund,Contributions from Other Funds,34312700,R,Governmental Funds
4304,2021,Citywide and Community Support,General Fund,"Interest, Rents, and Concessions",425000,R,Governmental Funds
4305,2021,Citywide and Community Support,General Fund,Intergovernmental,4450000,R,Governmental Funds
4308,2021,Convention and Cultural Services,General Fund,Labor and Supply Offset,-871726,E,Governmental Funds
4401,2021,Public Works,General Fund,Transfers,400655,E,Governmental Funds
4402,2021,Public Works,Fleet Management Fund,City Property,22659950,E,Internal Service Funds
4403,2021,Public Works,Fleet Management Fund,Employee Services,7912658,E,Internal Service Funds
4404,2021,Public Works,Fleet Management Fund,Labor and Supply Offset,2312404,E,Internal Service Funds
4405,2021,Public Works,Fleet Management Fund,Other Services and Supplies,21256681,E,Internal Service Funds
4406,2021,Public Works,12th Street Maint Benefit Area,Labor and Supply Offset,8400,E,Other Governmental Funds
4407,2021,Public Works,Citation I-5 Maintenance,Labor and Supply Offset,40000,E,Other Governmental Funds
4408,2021,Public Works,Del Paso Nuevo Landscaping CFD,Labor and Supply Offset,9000,E,Other Governmental Funds
4409,2021,Public Works,Gas Tax 2106,City Property,678644,E,Other Governmental Funds
4410,2021,Public Works,Gas Tax 2106,Labor and Supply Offset,7275722,E,Other Governmental Funds
4411,2021,Public Works,Greenbriar Impact Fee,Operating Transfers,0,E,Other Governmental Funds
4412,2021,Public Works,Interdepartmental Service Fund,Labor and Supply Offset,2401352,E,Other Governmental Funds
4413,2021,Public Works,Laguna Creek Maint Dist,Labor and Supply Offset,46500,E,Other Governmental Funds
4414,2021,Public Works,Land Park,Labor and Supply Offset,52850,E,Other Governmental Funds
4415,2021,Public Works,Landscaping and Lighting,City Property,319925,E,Other Governmental Funds
4416,2021,Public Works,Landscaping and Lighting,Labor and Supply Offset,14935977,E,Other Governmental Funds
4417,2021,Public Works,Marina Fund,Employee Services,445600,E,Other Governmental Funds
4418,2021,Public Works,Marina Fund,Labor and Supply Offset,3876,E,Other Governmental Funds
4419,2021,Public Works,Marina Fund,Other Services and Supplies,490179,E,Other Governmental Funds
4420,2021,Public Works,N Nat Lndscp 99-02,Labor and Supply Offset,570190,E,Other Governmental Funds
4421,2021,Information Technology,Wastewater Fund,Other Services and Supplies,0,E,Enterprise Funds
4422,2021,Public Works,Fair Share Contributions,"Charges, Fees, and Services",0,R,Other Governmental Funds
4423,2021,Utilities,Storm Drainage Fund,Intergovernmental,10000,R,Enterprise Funds
4424,2021,Public Works,N Natomas Lands CFD 3,Labor and Supply Offset,580000,E,Other Governmental Funds
4425,2021,Public Works,Neighborhood Lighting Dist,Labor and Supply Offset,25009,E,Other Governmental Funds
4426,2021,Public Works,Neighborhood Water Quality Dist,Labor and Supply Offset,48136,E,Other Governmental Funds
4427,2021,Public Works,New Measure A Maintenance,Labor and Supply Offset,13529150,E,Other Governmental Funds
4428,2021,Public Works,NNFP Transit Fee Fund,Operating Transfers,0,E,Other Governmental Funds
4429,2021,Public Works,Northside Subdiv Maint Dist,Labor and Supply Offset,5850,E,Other Governmental Funds
4430,2021,Public Works,Parkebridge CFD 2014-07,Labor and Supply Offset,56800,E,Other Governmental Funds
4431,2021,Public Works,Power Inn Rd Md 2003-01,Labor and Supply Offset,14784,E,Other Governmental Funds
4432,2021,Public Works,Railyards Maint CFD No 2014-04,Labor and Supply Offset,128139,E,Other Governmental Funds
4433,2021,Public Works,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,91355,E,Other Governmental Funds
4434,2021,Public Works,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,94500,E,Other Governmental Funds
4435,2021,Public Works,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,306645,E,Other Governmental Funds
4436,2021,Public Works,Township 9 CFD No. 2012-06,Labor and Supply Offset,2000,E,Other Governmental Funds
4437,2021,Public Works,Traffic Safety Fund,Labor and Supply Offset,436474,E,Other Governmental Funds
4438,2021,Public Works,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,21168,E,Other Governmental Funds
4439,2021,Public Works,Willowcreek Assmnt Md,Labor and Supply Offset,38000,E,Other Governmental Funds
4440,2021,Public Works,Willowcreek Lndscpng CFD,Labor and Supply Offset,147000,E,Other Governmental Funds
4441,2021,Public Works,Parking Fund,"Charges, Fees, and Services",17244249,R,Enterprise Funds
4442,2021,Public Works,Parking Fund,"Interest, Rents, and Concessions",684962,R,Enterprise Funds
4443,2021,Public Works,Recycling and Solid Waste,"Charges, Fees, and Services",74746000,R,Enterprise Funds
4444,2021,Public Works,Recycling and Solid Waste,Intergovernmental,32500,R,Enterprise Funds
4445,2021,Public Works,General Fund,"Charges, Fees, and Services",10027789,R,Governmental Funds
4446,2021,Public Works,General Fund,"Fines, Forfeitures, and  Penalties",6333683,R,Governmental Funds
4447,2021,Public Works,General Fund,"Interest, Rents, and Concessions",49000,R,Governmental Funds
4448,2021,Public Works,General Fund,Intergovernmental,592284,R,Governmental Funds
4449,2021,Public Works,General Fund,Licenses and Permits,39000,R,Governmental Funds
4450,2021,Public Works,Fleet Management Fund,"Charges, Fees, and Services",7657338,R,Internal Service Funds
4451,2021,Public Works,Fleet Management Fund,"Interest, Rents, and Concessions",511254,R,Internal Service Funds
4452,2021,Public Works,Fleet Management Fund,Miscellaneous Revenue,46264317,R,Internal Service Funds
4453,2021,Public Works,Cal EPA Fund,Intergovernmental,188000,R,Other Governmental Funds
4455,2021,Information Technology,Wastewater Fund,Transfers,74769,E,Enterprise Funds
4456,2021,Public Works,Gas Tax 2106,Intergovernmental,12000000,R,Other Governmental Funds
4457,2021,Utilities,Storm Drainage Fund,Licenses and Permits,40000,R,Enterprise Funds
4458,2021,Information Technology,Water Fund,Labor and Supply Offset,10070,E,Enterprise Funds
4459,2021,Public Works,Major Street Construction Fund,Taxes,2000000,R,Other Governmental Funds
4460,2021,Utilities,Wastewater Fund,"Charges, Fees, and Services",43098492,R,Enterprise Funds
4461,2021,Information Technology,Water Fund,Other Services and Supplies,0,E,Enterprise Funds
4462,2021,Public Works,Marina Fund,"Charges, Fees, and Services",266500,R,Other Governmental Funds
4463,2021,Utilities,Wastewater Fund,Intergovernmental,800000,R,Enterprise Funds
4464,2021,Utilities,Water Fund,"Charges, Fees, and Services",135797324,R,Enterprise Funds
4465,2021,Utilities,Water Fund,Intergovernmental,200000,R,Enterprise Funds
4466,2021,Utilities,Water Fund,Licenses and Permits,55000,R,Enterprise Funds
4467,2021,"Youth, Parks, and Community Enrichment",General Fund,City Property,1003907,E,Governmental Funds
4468,2021,"Youth, Parks, and Community Enrichment",General Fund,Employee Services,34894688,E,Governmental Funds
4469,2021,"Youth, Parks, and Community Enrichment",General Fund,Labor and Supply Offset,-20856746,E,Governmental Funds
4470,2021,"Youth, Parks, and Community Enrichment",General Fund,Operating Transfers,269763,E,Governmental Funds
4471,2021,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,11413582,E,Governmental Funds
4472,2021,"Youth, Parks, and Community Enrichment",4th R Program,City Property,142467,E,Other Governmental Funds
4473,2021,"Youth, Parks, and Community Enrichment",4th R Program,Employee Services,6774340,E,Other Governmental Funds
4474,2021,"Youth, Parks, and Community Enrichment",4th R Program,Labor and Supply Offset,-367140,E,Other Governmental Funds
4475,2021,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,950166,E,Other Governmental Funds
4476,2021,"Youth, Parks, and Community Enrichment",Golf Fund,Labor and Supply Offset,73125,E,Other Governmental Funds
4477,2021,"Youth, Parks, and Community Enrichment",Golf Fund,Operating Transfers,-250000,E,Other Governmental Funds
4478,2021,"Youth, Parks, and Community Enrichment",Golf Fund,Other Services and Supplies,70789,E,Other Governmental Funds
4479,2021,"Youth, Parks, and Community Enrichment",Laguna Creek Maint Dist,Labor and Supply Offset,145000,E,Other Governmental Funds
4480,2021,"Youth, Parks, and Community Enrichment",Land Park,Labor and Supply Offset,139000,E,Other Governmental Funds
4481,2021,"Youth, Parks, and Community Enrichment",Landscaping and Lighting,Labor and Supply Offset,4000000,E,Other Governmental Funds
4482,2021,"Youth, Parks, and Community Enrichment",N Natomas Lands CFD 3,Labor and Supply Offset,1607667,E,Other Governmental Funds
4483,2021,"Youth, Parks, and Community Enrichment",Neighborhood Park Maint CFD,Labor and Supply Offset,1682000,E,Other Governmental Funds
4484,2021,"Youth, Parks, and Community Enrichment",Neighborhood Water Quality Dist,Labor and Supply Offset,24000,E,Other Governmental Funds
4485,2021,"Youth, Parks, and Community Enrichment",NW Land Park CFD 2013-02,Labor and Supply Offset,51000,E,Other Governmental Funds
