budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY15,Expenses,General Services,311 Division,,,,Storm Drainage,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,-14238
FY15,Expenses,General Services,311 Division,,,,Storm Drainage,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,22952
FY15,Expenses,General Services,311 Division,,,,Wastewater,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,-1190
FY15,Expenses,General Services,311 Division,,,,Wastewater,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,29712
FY15,Expenses,General Services,311 Division,,,,General Funds,Food,E_463010,Food - Food Programs,1000
FY15,Expenses,General Services,311 Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-51940
FY15,Expenses,General Services,311 Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,51940
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,-957
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,957
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,-380
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Energy and Fuel,E_462020,Fuel,56959
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,15000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-15000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,50
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,1000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461170,Ammunition & Explosives,-800
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461170,Ammunition & Explosives,800
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,-5147
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,6000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461140,Medical & Veterinary Supplies,-1497
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461140,Medical & Veterinary Supplies,1800
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481110,Miscellaneous Expenditures,560
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,400
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,-172
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,-354
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,800
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,-851
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,-1059
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,1500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,200
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,-362
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,-1500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,1500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458020,Meals,-300
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458020,Meals,300
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,210
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,1365
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,3365
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,19147
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,433
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-59429
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-67176
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,-4000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,4000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,8715
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2310
FY15,Revenues,General Services,Animal Care Services Division,,,,General Funds,"Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,74000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443030,Radio Equip M&R-Comm Division,-1991
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443030,Radio Equip M&R-Comm Division,3800
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,119302
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,86660
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,4240
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,37263
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,-2500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,2500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,169
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,36018
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,601015
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Earnings,E_412060,On Call,-7385
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Earnings,E_412060,On Call,7385
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Earnings,E_412010,Overtime,-35000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Earnings,E_412010,Overtime,35000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,3169
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,900
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433020,Legal Services,-3000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433020,Legal Services,3000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,-1274
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,1500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,-264
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,264
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Food,E_463020,Food - Animal Consumption,60000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Food,E_463020,Food - Animal Consumption,-22610
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Food,E_463020,Food - Animal Consumption,40000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Property Accounts,E_474120,Equipment,-38551
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Property Accounts,E_474120,Equipment,38725
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,125000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-125000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,2000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1123
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,4000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461140,Medical & Veterinary Supplies,14500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461140,Medical & Veterinary Supplies,44880
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461140,Medical & Veterinary Supplies,73000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461220,General Supply,-9857
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461220,General Supply,21000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,-1966
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,775
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,791123
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413010,Vacation,-6000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413010,Vacation,6000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433050,Veterinarian Services,122000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433050,Veterinarian Services,164496
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,-2347
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,3570
FY15,Revenues,General Services,Animal Care Services Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_345010,Animal Shelter Fees and Charge,230000
FY15,Revenues,General Services,Animal Care Services Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_341040,Service Fees,10000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,160836
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,114072
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,5531
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,49050
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,2500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,-26270
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,48000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,-2298
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,2500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-2353
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,12800
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,-5068
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,10500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458020,Meals,-300
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458020,Meals,300
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,444
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_446020,Fees And Permits,363
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,349
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,26745
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,-4000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,4000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,11471
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,1000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,157
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,255
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,600
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,5374
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461080,Chemicals,7847
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,844
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,200
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,-447
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433050,Veterinarian Services,-65600
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433050,Veterinarian Services,65600
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,-600
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,600
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-1500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,1500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,-400
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,400
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,-300
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,300
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,-400
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,400
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,-200
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,200
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,-1000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461140,Medical & Veterinary Supplies,-26000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461140,Medical & Veterinary Supplies,26000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461220,General Supply,-3000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461220,General Supply,3000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,-500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,-500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,-200
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,200
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,-250
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,250
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461220,General Supply,-1000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461220,General Supply,1000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,62000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,-9157
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481110,Miscellaneous Expenditures,484
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481040,Purchase Discounts,111
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,325
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,-288
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,500
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,3331
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,7000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,-10964
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,11115
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,6428
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1680
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,11000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461010,Postage,264
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,-142
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,150
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,16880
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,-344
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,1000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,-246
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,250
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,-560
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,600
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,-1690
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,1690
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,149
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,-230
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,300
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,10000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,-9688
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_442030,Custodial Services,-7489
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_442030,Custodial Services,10250
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,-14327
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,26100
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,443291
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,100
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,-250
FY15,Revenues,General Services,Animal Care Services Division,,,,General Funds,Licenses & Permits,R_322240,Animal Licenses,358000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,7305
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,88570
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,63918
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,6898
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,27484
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,250
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_442010,Landscape Maintenance Services,-6000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_442010,Landscape Maintenance Services,6000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,10859
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-11407
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,15000
FY15,Expenses,General Services,Animal Care Services Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,-1113
