ObjectId,Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category
3701,2020,Finance,Del Paso PBID,"Charges, Fees, and Services",35224,R,Other Governmental Funds
3702,2020,Finance,Del Paso Prop & Business Imprv,"Charges, Fees, and Services",478044,R,Other Governmental Funds
3703,2020,Finance,Downtown Management District,"Charges, Fees, and Services",3207845,R,Other Governmental Funds
3704,2020,Finance,Downtown Plaza PBID,"Charges, Fees, and Services",48692,R,Other Governmental Funds
3705,2020,Finance,Franklin Blvd PBID,"Charges, Fees, and Services",77000,R,Other Governmental Funds
3706,2020,Finance,Franklin Boulevard PBID,"Charges, Fees, and Services",148046,R,Other Governmental Funds
3707,2020,Finance,Greater Broadway PBID,"Charges, Fees, and Services",291140,R,Other Governmental Funds
3708,2020,Finance,Handle BID No 2011-04,"Charges, Fees, and Services",200000,R,Other Governmental Funds
3709,2020,Finance,Laguna Creek Maint Dist,"Charges, Fees, and Services",196034,R,Other Governmental Funds
3710,2020,Finance,Landscaping and Lighting,"Charges, Fees, and Services",17528227,R,Other Governmental Funds
3711,2020,Finance,Mack Road PBID,"Charges, Fees, and Services",669111,R,Other Governmental Funds
3712,2020,Finance,Major Street Construction Fund,Taxes,3000000,R,Other Governmental Funds
3713,2020,Finance,Midtown Sacramento PBID,"Charges, Fees, and Services",1600118,R,Other Governmental Funds
3714,2020,Finance,N Nat Lndscp 99-02,"Charges, Fees, and Services",423725,R,Other Governmental Funds
3715,2020,Finance,N Natomas Lands CFD 3,"Charges, Fees, and Services",2368491,R,Other Governmental Funds
3716,2020,Finance,N Natomas Transp Mgmt Assoc,"Charges, Fees, and Services",1414803,R,Other Governmental Funds
3717,2020,Finance,Natomas Central CFD 2006-02,"Charges, Fees, and Services",11735,R,Other Governmental Funds
3718,2020,Finance,Neighborhood Lighting Dist,"Charges, Fees, and Services",45808,R,Other Governmental Funds
3719,2020,Finance,Neighborhood Park Maint CFD,"Charges, Fees, and Services",1553989,R,Other Governmental Funds
3720,2020,Citywide and Community Support,The River District PBID,Other Services and Supplies,545805,E,Other Governmental Funds
3721,2020,City Attorney,Storm Drainage Fund,Labor and Supply Offset,42018,E,Enterprise Funds
3722,2020,Finance,Stockton Blvd BIA,"Charges, Fees, and Services",53000,R,Other Governmental Funds
3723,2020,Debt Service,Debt Service - Other City Debt,"Interest, Rents, and Concessions",0,R,Other Governmental Funds
3725,2020,City Attorney,Wastewater Fund,Labor and Supply Offset,42018,E,Enterprise Funds
3726,2020,Citywide and Community Support,General Fund,Contingency,1000000,E,Governmental Funds
3727,2020,Citywide and Community Support,Risk Mgmt Fund,Employee Services,17030,E,Risk Management
3729,2020,City Attorney,Water Fund,Labor and Supply Offset,126055,E,Enterprise Funds
3730,2020,Citywide and Community Support,General Fund,Employee Services,16438510,E,Governmental Funds
3731,2020,Convention and Cultural Services,Community Center Fund,Labor and Supply Offset,1550303,E,Enterprise Funds
3732,2020,Finance,Stockton Blvd PBID,"Charges, Fees, and Services",352435,R,Other Governmental Funds
3733,2020,Debt Service,Debt Service - Other City Debt,Intergovernmental,0,R,Other Governmental Funds
3734,2020,Citywide and Community Support,Worker's Compensation Fund,Employee Services,18855,E,Risk Management
3735,2020,Convention and Cultural Services,Community Center Fund,Operating Transfers,1180900,E,Enterprise Funds
3736,2020,City Attorney,General Fund,City Property,13750,E,Governmental Funds
3737,2020,Debt Service,Kings-Arco Arena Acquisition,"Interest, Rents, and Concessions",0,R,Other Governmental Funds
3739,2020,Finance,Subdiv Lndscpng Maint Dist,"Charges, Fees, and Services",299046,R,Other Governmental Funds
3740,2020,Citywide and Community Support,General Fund,Labor and Supply Offset,-1776177,E,Governmental Funds
3741,2020,Citywide and Community Support,Community Center Fund,"Interest, Rents, and Concessions",200000,R,Enterprise Funds
3742,2020,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,2122590,E,Enterprise Funds
3743,2020,City Attorney,General Fund,Employee Services,10359401,E,Governmental Funds
3744,2020,Debt Service,Worker's Compensation Fund,"Interest, Rents, and Concessions",71000,R,Risk Management
3746,2020,Finance,Sutter Business Imprvmt Area,"Charges, Fees, and Services",150000,R,Other Governmental Funds
3747,2020,Citywide and Community Support,General Fund,Operating Transfers,-7000000,E,Governmental Funds
3748,2020,Citywide and Community Support,Parking Fund,"Interest, Rents, and Concessions",600000,R,Enterprise Funds
3749,2020,Convention and Cultural Services,General Fund,Employee Services,2724951,E,Governmental Funds
3750,2020,City Attorney,General Fund,Labor and Supply Offset,-3523661,E,Governmental Funds
3751,2020,Finance,Parking Fund,Labor and Supply Offset,0,E,Enterprise Funds
3753,2020,Finance,The River District PBID,"Charges, Fees, and Services",547836,R,Other Governmental Funds
3754,2020,Citywide and Community Support,General Fund,Other Services and Supplies,56131066,E,Governmental Funds
3755,2020,Citywide and Community Support,Storm Drainage Fund,"Interest, Rents, and Concessions",422000,R,Enterprise Funds
3756,2020,Convention and Cultural Services,General Fund,Labor and Supply Offset,-708706,E,Governmental Funds
3757,2020,City Attorney,General Fund,Other Services and Supplies,301661,E,Governmental Funds
3758,2020,Finance,General Fund,City Property,44400,E,Governmental Funds
3760,2020,Finance,Township 9 CFD No. 2012-06,"Charges, Fees, and Services",60000,R,Other Governmental Funds
3761,2020,Citywide and Community Support,Measure U Fund,Employee Services,68621604,E,Governmental Funds
3762,2020,Citywide and Community Support,Wastewater Fund,"Interest, Rents, and Concessions",392000,R,Enterprise Funds
3763,2020,Convention and Cultural Services,General Fund,Other Services and Supplies,3027629,E,Governmental Funds
3764,2020,City Attorney,Cty/Cnty Office-Water Planning,Labor and Supply Offset,10000,E,Other Governmental Funds
3765,2020,Finance,General Fund,Employee Services,10146694,E,Governmental Funds
3766,2020,Finance,General Fund,Labor and Supply Offset,-5135583,E,Governmental Funds
3767,2020,Finance,General Fund,Other Services and Supplies,1808370,E,Governmental Funds
3768,2020,Finance,General Fund,Transfers,64003,E,Governmental Funds
3769,2020,Finance,12th Street Maint Benefit Area,Labor and Supply Offset,4404,E,Other Governmental Funds
3770,2020,Finance,Central Midtown Restaurant BID,Labor and Supply Offset,5000,E,Other Governmental Funds
3771,2020,Finance,Central Midtown Restaurant BID,Other Services and Supplies,205000,E,Other Governmental Funds
3772,2020,Finance,Cty/Cnty Office-Water Planning,Labor and Supply Offset,39000,E,Other Governmental Funds
3773,2020,Finance,Curtis Park CFD 2013-03,Labor and Supply Offset,3203,E,Other Governmental Funds
3774,2020,Finance,Curtis Park Village CFD 2014-02,Other Services and Supplies,50000,E,Other Governmental Funds
3775,2020,Finance,Del Paso Nuevo Landscaping CFD,Labor and Supply Offset,2861,E,Other Governmental Funds
3776,2020,Finance,Del Paso Prop & Business Imprv,Labor and Supply Offset,3617,E,Other Governmental Funds
3777,2020,Finance,Downtown Impact Fee Fund,Other Services and Supplies,50000,E,Other Governmental Funds
3778,2020,Finance,Downtown Management District,Labor and Supply Offset,8038,E,Other Governmental Funds
3779,2020,Finance,Franklin Boulevard PBID,Labor and Supply Offset,3383,E,Other Governmental Funds
3780,2020,Finance,Greater Broadway PBID,Labor and Supply Offset,2459,E,Other Governmental Funds
3781,2020,Finance,Handle BID No 2011-04,Labor and Supply Offset,1014,E,Other Governmental Funds
3782,2020,Finance,Handle BID No 2011-04,Other Services and Supplies,198986,E,Other Governmental Funds
3783,2020,Finance,Interdepartmental Service Fund,Labor and Supply Offset,3024965,E,Other Governmental Funds
3784,2020,Finance,Jacinto Creek,Other Services and Supplies,100000,E,Other Governmental Funds
3785,2020,Finance,Laguna Creek Maint Dist,Labor and Supply Offset,13931,E,Other Governmental Funds
3786,2020,Finance,Landscaping and Lighting,Labor and Supply Offset,347519,E,Other Governmental Funds
3787,2020,Finance,Mack Road PBID,Labor and Supply Offset,2294,E,Other Governmental Funds
3788,2020,Finance,Midtown Sacramento PBID,Labor and Supply Offset,5713,E,Other Governmental Funds
3789,2020,Finance,N Nat Lndscp 99-02,Labor and Supply Offset,27942,E,Other Governmental Funds
3790,2020,Finance,N Natomas Lands CFD 3,Labor and Supply Offset,52657,E,Other Governmental Funds
3791,2020,Finance,N Natomas Transp Mgmt Assoc,Labor and Supply Offset,44098,E,Other Governmental Funds
3792,2020,Finance,Natomas Central CFD 2006-02,Labor and Supply Offset,11735,E,Other Governmental Funds
3793,2020,Finance,Neighborhood Lighting Dist,Labor and Supply Offset,18516,E,Other Governmental Funds
3794,2020,Finance,Neighborhood Park Maint CFD,Labor and Supply Offset,37981,E,Other Governmental Funds
3795,2020,Finance,Neighborhood Water Quality Dist,Labor and Supply Offset,12792,E,Other Governmental Funds
3796,2020,Citywide and Community Support,Measure U Fund,Other Services and Supplies,16917693,E,Governmental Funds
3797,2020,Citywide and Community Support,Fleet Management Fund,Employee Services,333272,E,Internal Service Funds
3798,2020,Citywide and Community Support,4th R Program,Employee Services,38292,E,Other Governmental Funds
3799,2020,Citywide and Community Support,Cty/Cnty Office-Water Planning,City Property,3000,E,Other Governmental Funds
3800,2020,Citywide and Community Support,Cty/Cnty Office-Water Planning,Employee Services,631870,E,Other Governmental Funds
3802,2020,Citywide and Community Support,Cty/Cnty Office-Water Planning,Labor and Supply Offset,-77952,E,Other Governmental Funds
3803,2020,Finance,Transportation Development,Intergovernmental,376000,R,Other Governmental Funds
3804,2020,City Attorney,Interdepartmental Service Fund,Labor and Supply Offset,2323681,E,Other Governmental Funds
3806,2020,Finance,Village Garden N.-Mtce Dist #1,"Charges, Fees, and Services",28122,R,Other Governmental Funds
3807,2020,Citywide and Community Support,Cty/Cnty Office-Water Planning,Operating Transfers,-275720,E,Other Governmental Funds
3808,2020,City Attorney,General Fund,Intergovernmental,52000,R,Governmental Funds
3810,2020,Citywide and Community Support,Cty/Cnty Office-Water Planning,Other Services and Supplies,442694,E,Other Governmental Funds
3811,2020,Finance,Willowcreek Assmnt Md,"Charges, Fees, and Services",57063,R,Other Governmental Funds
3812,2020,City Clerk,General Fund,City Property,5000,E,Governmental Funds
3814,2020,Citywide and Community Support,Del Paso PBID,Other Services and Supplies,35224,E,Other Governmental Funds
3815,2020,Finance,Willowcreek Lndscpng CFD,"Charges, Fees, and Services",86619,R,Other Governmental Funds
3816,2020,City Clerk,General Fund,Employee Services,2107642,E,Governmental Funds
3818,2020,Citywide and Community Support,Del Paso Prop & Business Imprv,Other Services and Supplies,474427,E,Other Governmental Funds
3819,2020,Fire,General Fund,City Property,1306113,E,Governmental Funds
3820,2020,City Clerk,General Fund,Labor and Supply Offset,-1100842,E,Governmental Funds
3822,2020,Citywide and Community Support,Downtown Management District,Other Services and Supplies,3199807,E,Other Governmental Funds
3823,2020,Fire,General Fund,Employee Services,124674223,E,Governmental Funds
3824,2020,Fire,General Fund,Labor and Supply Offset,-17432828,E,Governmental Funds
3825,2020,Fire,General Fund,Other Services and Supplies,13830707,E,Governmental Funds
3826,2020,Fire,Risk Mgmt Fund,Labor and Supply Offset,500000,E,Risk Management
3827,2020,Fire,General Fund,"Charges, Fees, and Services",24921705,R,Governmental Funds
3828,2020,Fire,General Fund,Intergovernmental,5900000,R,Governmental Funds
3829,2020,Fire,General Fund,Licenses and Permits,1890775,R,Governmental Funds
3830,2020,Human Resources,Recycling and Solid Waste,Labor and Supply Offset,117545,E,Enterprise Funds
3831,2020,Human Resources,Storm Drainage Fund,Labor and Supply Offset,45189,E,Enterprise Funds
3832,2020,Human Resources,Wastewater Fund,Labor and Supply Offset,18585,E,Enterprise Funds
3833,2020,Human Resources,Water Fund,Labor and Supply Offset,57700,E,Enterprise Funds
3834,2020,Human Resources,General Fund,City Property,10200,E,Governmental Funds
3835,2020,Human Resources,General Fund,Employee Services,5583351,E,Governmental Funds
3836,2020,Human Resources,General Fund,Labor and Supply Offset,-2159228,E,Governmental Funds
3837,2020,Human Resources,General Fund,Other Services and Supplies,867986,E,Governmental Funds
3838,2020,Human Resources,Fleet Management Fund,Labor and Supply Offset,59614,E,Internal Service Funds
3839,2020,Human Resources,Interdepartmental Service Fund,Labor and Supply Offset,1557484,E,Other Governmental Funds
3840,2020,Human Resources,Risk Mgmt Fund,City Property,165500,E,Risk Management
3841,2020,Human Resources,Risk Mgmt Fund,Employee Services,2867686,E,Risk Management
3842,2020,Human Resources,Risk Mgmt Fund,Labor and Supply Offset,3193689,E,Risk Management
3843,2020,Human Resources,Risk Mgmt Fund,Other Services and Supplies,18994182,E,Risk Management
3844,2020,Human Resources,Worker's Compensation Fund,City Property,17500,E,Risk Management
3845,2020,Human Resources,Worker's Compensation Fund,Employee Services,2438285,E,Risk Management
3846,2020,Human Resources,Worker's Compensation Fund,Labor and Supply Offset,551944,E,Risk Management
3847,2020,Human Resources,Worker's Compensation Fund,Other Services and Supplies,11243554,E,Risk Management
3848,2020,Human Resources,Risk Mgmt Fund,"Charges, Fees, and Services",250000,R,Risk Management
3849,2020,Human Resources,Risk Mgmt Fund,Miscellaneous Revenue,23963000,R,Risk Management
3850,2020,Convention and Cultural Services,General Fund,Transfers,-75958,E,Governmental Funds
3851,2020,Citywide and Community Support,Water Fund,"Interest, Rents, and Concessions",400000,R,Enterprise Funds
3852,2020,Citywide and Community Support,General Fund,"Charges, Fees, and Services",6608001,R,Governmental Funds
3853,2020,City Clerk,General Fund,Other Services and Supplies,588111,E,Governmental Funds
3855,2020,Citywide and Community Support,General Fund,Contributions from Other Funds,34203200,R,Governmental Funds
3856,2020,Convention and Cultural Services,Fairytale Town Fund,Labor and Supply Offset,25000,E,Other Governmental Funds
3857,2020,City Clerk,Interdepartmental Service Fund,Labor and Supply Offset,1101342,E,Other Governmental Funds
3859,2020,Citywide and Community Support,General Fund,"Interest, Rents, and Concessions",425000,R,Governmental Funds
3860,2020,Convention and Cultural Services,Fairytale Town Fund,Other Services and Supplies,25000,E,Other Governmental Funds
3861,2020,City Clerk,General Fund,"Charges, Fees, and Services",2000,R,Governmental Funds
3863,2020,Citywide and Community Support,Downtown Plaza PBID,Other Services and Supplies,48692,E,Other Governmental Funds
3864,2020,Citywide and Community Support,General Fund,Intergovernmental,4200000,R,Governmental Funds
3865,2020,Convention and Cultural Services,H Street Theater Fund,City Property,20000,E,Other Governmental Funds
3866,2020,Convention and Cultural Services,H Street Theater Fund,Other Services and Supplies,25000,E,Other Governmental Funds
3867,2020,Convention and Cultural Services,Old Sac Market,Other Services and Supplies,104000,E,Other Governmental Funds
3868,2020,Convention and Cultural Services,Old Sacto Maint Dist,Labor and Supply Offset,63816,E,Other Governmental Funds
3869,2020,Convention and Cultural Services,Winchester G & Mary Alice Felt,Transfers,75958,E,Other Governmental Funds
3870,2020,Convention and Cultural Services,Zoo,Labor and Supply Offset,50000,E,Other Governmental Funds
3871,2020,Convention and Cultural Services,Community Center Fund,"Charges, Fees, and Services",1411127,R,Enterprise Funds
3872,2020,Convention and Cultural Services,Community Center Fund,"Fines, Forfeitures, and  Penalties",3100,R,Enterprise Funds
3873,2020,Convention and Cultural Services,Community Center Fund,"Interest, Rents, and Concessions",75346,R,Enterprise Funds
3874,2020,Convention and Cultural Services,Community Center Fund,Intergovernmental,12828,R,Enterprise Funds
3875,2020,Convention and Cultural Services,Community Center Fund,Miscellaneous Revenue,0,R,Enterprise Funds
3876,2020,Convention and Cultural Services,Community Center Fund,Taxes,28515233,R,Enterprise Funds
3877,2020,Convention and Cultural Services,General Fund,"Charges, Fees, and Services",277677,R,Governmental Funds
3878,2020,Convention and Cultural Services,General Fund,"Interest, Rents, and Concessions",180000,R,Governmental Funds
3879,2020,Convention and Cultural Services,General Fund,Intergovernmental,458650,R,Governmental Funds
3880,2020,Convention and Cultural Services,General Fund,Licenses and Permits,5500,R,Governmental Funds
3881,2020,Convention and Cultural Services,Fairytale Town Fund,"Charges, Fees, and Services",50000,R,Other Governmental Funds
3882,2020,Convention and Cultural Services,H Street Theater Fund,Intergovernmental,30000,R,Other Governmental Funds
3883,2020,Convention and Cultural Services,H Street Theater Fund,Miscellaneous Revenue,15000,R,Other Governmental Funds
3884,2020,Convention and Cultural Services,Old Sac Market,"Charges, Fees, and Services",110000,R,Other Governmental Funds
3885,2020,Convention and Cultural Services,Zoo,"Charges, Fees, and Services",50000,R,Other Governmental Funds
3886,2020,Debt Service,"6330:2018 TOT Revenue Bonds, Tax Exempt",City Debt Service,0,E,Enterprise Funds
3887,2020,Debt Service,"6331:2018 TOT Revenue Bonds, Taxable",City Debt Service,0,E,Enterprise Funds
3888,2020,Debt Service,Community Center Fund,City Debt Service,22049610,E,Enterprise Funds
3889,2020,Debt Service,Parking Fund,City Debt Service,12323446,E,Enterprise Funds
3890,2020,Debt Service,Parking Fund,Operating Transfers,-5300000,E,Enterprise Funds
3891,2020,Debt Service,Recycling and Solid Waste,City Debt Service,1693104,E,Enterprise Funds
3892,2020,Debt Service,Storm Drainage Fund,City Debt Service,3509449,E,Enterprise Funds
3893,2020,Debt Service,Wastewater Fund,City Debt Service,2827386,E,Enterprise Funds
3894,2020,Debt Service,Wastewater Revenue Bonds,City Debt Service,0,E,Enterprise Funds
3895,2020,Debt Service,Water Fund,City Debt Service,29792151,E,Enterprise Funds
3896,2020,Debt Service,Water Revenue Bonds,City Debt Service,0,E,Enterprise Funds
3897,2020,Debt Service,Water Revenue Bonds Ser. 2017,City Debt Service,0,E,Enterprise Funds
3898,2020,Debt Service,General Fund,City Debt Service,20315184,E,Governmental Funds
3899,2020,Debt Service,General Fund,Operating Transfers,5300000,E,Governmental Funds
3900,2020,Debt Service,Fleet Management Fund,City Debt Service,67072,E,Internal Service Funds
3901,2020,Debt Service,"2006 CIRBs (Refunding), Series E",City Debt Service,125055,E,Other Governmental Funds
3902,2020,Debt Service,"2006 CIRBs, Series B (CRCIP)",City Debt Service,1514383,E,Other Governmental Funds
3903,2020,Debt Service,2015 Golden 1 Center Revenue Bonds,City Debt Service,10699224,E,Other Governmental Funds
3904,2020,Debt Service,2015 Refunding Revenue Bond,City Debt Service,0,E,Other Governmental Funds
3905,2020,City Clerk,General Fund,Intergovernmental,50000,R,Governmental Funds
3906,2020,Citywide and Community Support,Franklin Blvd PBID,Other Services and Supplies,77000,E,Other Governmental Funds
3907,2020,City Manager,General Fund,City Property,27826,E,Governmental Funds
3908,2020,Citywide and Community Support,General Fund,Licenses and Permits,1697268,R,Governmental Funds
3910,2020,Citywide and Community Support,Franklin Boulevard PBID,Other Services and Supplies,144663,E,Other Governmental Funds
3911,2020,City Manager,General Fund,Employee Services,10138988,E,Governmental Funds
3913,2020,Citywide and Community Support,Greater Broadway PBID,Other Services and Supplies,288681,E,Other Governmental Funds
3914,2020,City Manager,General Fund,Labor and Supply Offset,-4360395,E,Governmental Funds
3916,2020,Citywide and Community Support,Habitat Management Element,Labor and Supply Offset,77952,E,Other Governmental Funds
3917,2020,City Manager,General Fund,Other Services and Supplies,2452784,E,Governmental Funds
3919,2020,Citywide and Community Support,Habitat Management Element,Operating Transfers,-216837,E,Other Governmental Funds
3920,2020,City Manager,2003 North Sac TE TABS,Other Services and Supplies,9000,E,Other Governmental Funds
3922,2020,Citywide and Community Support,Habitat Management Element,Other Services and Supplies,712232,E,Other Governmental Funds
3923,2020,City Manager,Block Grant/Housing & Redev,Other Services and Supplies,29250,E,Other Governmental Funds
3925,2020,Citywide and Community Support,Innovation and Growth Fund,Operating Transfers,7000000,E,Other Governmental Funds
3926,2020,City Manager,Innovation and Growth Fund,Employee Services,424083,E,Other Governmental Funds
3928,2020,Citywide and Community Support,Innovation and Growth Fund,Other Services and Supplies,3211000,E,Other Governmental Funds
3929,2020,City Manager,Innovation and Growth Fund,Other Services and Supplies,385000,E,Other Governmental Funds
3931,2020,Citywide and Community Support,Interdepartmental Service Fund,Labor and Supply Offset,1718037,E,Other Governmental Funds
3932,2020,City Manager,Interdepartmental Service Fund,Labor and Supply Offset,1779954,E,Other Governmental Funds
3934,2020,Citywide and Community Support,Library Services Parcel Tax,Other Services and Supplies,8273511,E,Other Governmental Funds
3935,2020,City Manager,General Fund,"Charges, Fees, and Services",158208,R,Governmental Funds
3937,2020,Citywide and Community Support,Mack Road PBID,Other Services and Supplies,666817,E,Other Governmental Funds
3938,2020,City Manager,General Fund,Licenses and Permits,2120295,R,Governmental Funds
